time,client_id,pressureStatus
2019-07-16 13:32:19,node10,1
2019-07-16 14:27:28,node10,0
2019-07-16 19:31:44,node10,1
2019-07-16 19:45:17,node10,0
2019-07-16 19:45:19,node10,1
2019-07-16 19:45:40,node10,0
2019-07-16 19:46:35,node10,1
2019-07-16 19:46:41,node10,0
2019-07-16 22:07:46,node10,1
2019-07-16 22:10:16,node10,0
2019-07-16 22:33:28,node10,1
2019-07-16 22:33:29,node10,0
2019-07-16 22:50:36,node10,1
2019-07-16 22:50:37,node10,0
2019-07-16 23:06:38,node10,1
2019-07-16 23:06:39,node10,0
2019-07-16 23:06:40,node10,1
2019-07-16 23:06:42,node10,0
2019-07-17 11:46:25,node10,1
2019-07-17 11:46:27,node10,0
2019-07-17 12:12:28,node10,1
2019-07-17 12:12:29,node10,0
2019-07-17 16:19:31,node10,1
2019-07-17 16:31:50,node10,0
2019-07-17 23:56:22,node10,1
2019-07-18 02:02:50,node10,0
2019-07-18 18:04:21,node10,1
2019-07-18 18:17:11,node10,0
2019-07-18 18:41:01,node10,1
2019-07-18 18:41:06,node10,0
2019-07-18 18:41:07,node10,1
2019-07-18 18:41:16,node10,0
2019-07-18 18:46:37,node10,1
2019-07-18 18:58:07,node10,0
2019-07-18 18:58:29,node10,1
2019-07-18 18:58:30,node10,0
2019-07-18 18:58:31,node10,1
2019-07-18 18:58:32,node10,0
2019-07-18 22:19:28,node10,1
2019-07-18 22:19:30,node10,0
2019-07-18 22:44:22,node10,1
2019-07-18 22:44:23,node10,0
2019-07-18 22:55:18,node10,1
2019-07-18 22:55:23,node10,0
2019-07-18 22:55:27,node10,1
2019-07-18 22:59:27,node10,0
2019-07-18 23:10:38,node10,1
2019-07-18 23:10:39,node10,0
2019-07-19 17:27:21,node10,1
2019-07-19 20:52:16,node10,0
2019-07-19 23:17:22,node10,1
2019-07-19 23:17:25,node10,0
2019-07-19 23:17:26,node10,1
2019-07-19 23:17:27,node10,0
2019-07-19 23:17:36,node10,1
2019-07-19 23:17:37,node10,0
2019-07-20 06:35:06,node10,1
2019-07-20 06:53:06,node10,0
2019-07-20 12:13:00,node10,1
2019-07-20 13:27:35,node10,0
2019-07-20 19:25:21,node10,1
2019-07-20 19:30:51,node10,0
2019-07-21 09:47:45,node10,1
2019-07-21 09:47:47,node10,0
2019-07-21 09:47:51,node10,1
2019-07-21 09:47:54,node10,0
2019-07-21 10:04:27,node10,1
2019-07-21 10:04:30,node10,0
2019-07-21 10:04:32,node10,1
2019-07-21 10:04:33,node10,0
2019-07-21 14:18:31,node10,1
2019-07-21 14:18:32,node10,0
2019-07-21 14:18:37,node10,1
2019-07-21 14:52:48,node10,0
2019-07-21 16:33:21,node10,1
2019-07-21 16:59:10,node10,0
2019-07-21 17:02:41,node10,1
2019-07-21 17:31:07,node10,0
2019-07-21 17:32:32,node10,1
2019-07-21 17:34:24,node10,0
2019-07-21 17:34:26,node10,1
2019-07-21 17:43:19,node10,0
2019-07-21 18:03:00,node10,1
2019-07-21 19:07:50,node10,0
2019-07-21 19:11:18,node10,1
2019-07-21 19:11:19,node10,0
2019-07-21 19:12:33,node10,1
2019-07-21 19:12:37,node10,0
2019-07-21 19:12:40,node10,1
2019-07-21 19:12:41,node10,0
2019-07-21 19:12:45,node10,1
2019-07-21 19:12:47,node10,0
2019-07-21 19:12:50,node10,1
2019-07-21 19:13:05,node10,0
2019-07-21 19:13:32,node10,1
2019-07-21 19:13:35,node10,0
2019-07-21 19:13:53,node10,1
2019-07-21 19:13:55,node10,0
2019-07-21 19:16:11,node10,1
2019-07-21 19:16:12,node10,0
2019-07-21 21:57:10,node10,1
2019-07-21 22:01:48,node10,0
2019-07-21 22:13:35,node10,1
2019-07-21 22:15:01,node10,0
2019-07-22 16:28:05,node10,1
2019-07-22 16:28:08,node10,0
2019-07-23 16:10:45,node10,1
2019-07-25 11:52:21,node10,1
2019-07-25 11:52:26,node10,0
2019-07-25 11:52:30,node10,1
2019-07-25 11:52:48,node10,0
2019-07-25 11:53:37,node10,1
2019-07-25 11:53:46,node10,0
2019-07-25 11:54:08,node10,1
2019-07-25 11:54:12,node10,0
2019-07-25 12:07:53,node10,0
2019-07-25 12:08:27,node10,1
2019-07-25 12:08:31,node10,0
2019-07-25 12:09:11,node10,1
2019-07-25 12:09:13,node10,0
2019-07-25 12:09:14,node10,1
2019-07-25 12:09:16,node10,0
2019-07-25 12:11:38,node10,1
2019-07-25 12:11:39,node10,0
2019-07-25 12:41:33,node10,1
2019-07-25 12:41:34,node10,0
2019-07-25 12:41:58,node10,1
2019-07-25 12:42:00,node10,0
2019-07-25 12:42:11,node10,1
2019-07-25 12:42:13,node10,0
2019-07-25 12:42:54,node10,1
2019-07-25 12:42:58,node10,0
2019-07-25 12:43:07,node10,1
2019-07-25 12:43:33,node10,1
2019-07-25 12:43:35,node10,0
2019-07-25 12:43:37,node10,1
2019-07-25 12:43:39,node10,0
2019-07-25 12:43:55,node10,1
2019-07-25 12:43:57,node10,0
2019-07-25 12:44:02,node10,1
2019-07-25 12:44:04,node10,0
2019-07-25 12:45:16,node10,1
2019-07-25 12:45:17,node10,0
2019-07-25 12:45:28,node10,1
2019-07-25 12:45:30,node10,0
2019-07-25 12:45:34,node10,1
2019-07-25 12:45:35,node10,0
2019-07-25 12:45:37,node10,1
2019-07-25 12:45:41,node10,0
2019-07-25 12:45:52,node10,1
2019-07-25 12:45:53,node10,0
2019-07-25 12:45:59,node10,1
2019-07-25 12:46:01,node10,0
2019-07-25 12:46:03,node10,1
2019-07-25 12:46:05,node10,0
2019-07-25 12:46:19,node10,1
2019-07-25 12:46:21,node10,0
2019-07-25 12:46:23,node10,1
2019-07-25 12:46:25,node10,0
2019-07-25 12:46:37,node10,1
2019-07-25 12:46:41,node10,0
2019-07-25 12:47:21,node10,0
2019-07-25 12:47:29,node10,1
2019-07-25 12:47:32,node10,0
2019-07-25 12:47:38,node10,1
2019-07-25 12:47:40,node10,0
2019-07-25 12:47:56,node10,1
2019-07-25 12:48:01,node10,0
2019-07-25 12:48:59,node10,1
2019-07-25 12:49:07,node10,0
2019-07-25 12:49:09,node10,1
2019-07-25 12:49:11,node10,0
2019-07-25 12:50:40,node10,1
2019-07-25 12:50:42,node10,0
2019-07-25 12:51:04,node10,1
2019-07-25 12:51:06,node10,0
2019-07-25 12:51:25,node10,1
2019-07-25 12:51:30,node10,0
2019-07-25 12:51:33,node10,1
2019-07-25 12:51:37,node10,0
2019-07-25 12:51:40,node10,1
2019-07-25 12:51:49,node10,0
2019-07-25 12:53:24,node10,1
2019-07-25 12:53:29,node10,0
2019-07-25 12:53:49,node10,1
2019-07-25 12:53:51,node10,0
2019-07-25 12:54:46,node10,1
2019-07-25 12:54:54,node10,0
2019-07-25 12:54:57,node10,1
2019-07-25 12:55:01,node10,0
2019-07-25 12:55:06,node10,1
2019-07-25 12:55:08,node10,0
2019-07-25 12:39:34,node10,1
2019-07-25 12:39:38,node10,0
2019-07-25 12:39:40,node10,1
2019-07-25 12:39:42,node10,0
2019-07-25 12:45:08,node10,1
2019-07-25 12:45:12,node10,0
2019-07-25 13:25:36,node10,1
2019-07-25 13:25:38,node10,0
2019-07-25 13:27:28,node10,1
2019-07-25 13:27:30,node10,0
2019-07-25 13:33:44,node10,1
2019-07-25 13:33:46,node10,0
2019-07-25 13:36:31,node10,1
2019-07-25 13:36:32,node10,0
2019-07-25 13:42:32,node10,1
2019-07-25 13:42:33,node10,0
2019-07-25 13:43:39,node10,1
2019-07-25 13:43:40,node10,0
2019-07-25 13:46:36,node10,1
2019-07-25 13:46:38,node10,0
2019-07-25 13:47:31,node10,1
2019-07-25 13:48:22,node10,0
2019-07-25 13:48:31,node10,1
2019-07-25 13:48:33,node10,0
2019-07-25 13:48:42,node10,1
2019-07-25 13:48:43,node10,0
2019-07-25 13:48:58,node10,1
2019-07-25 13:49:00,node10,0
2019-07-25 13:49:05,node10,1
2019-07-25 13:49:07,node10,0
2019-07-25 13:49:14,node10,1
2019-07-25 13:49:16,node10,0
2019-07-25 13:49:20,node10,1
2019-07-25 13:49:21,node10,0
2019-07-25 13:49:41,node10,1
2019-07-25 13:49:43,node10,0
2019-07-25 13:49:54,node10,1
2019-07-25 13:49:56,node10,0
2019-07-25 13:50:01,node10,1
2019-07-25 13:50:03,node10,0
2019-07-25 13:50:07,node10,1
2019-07-25 13:50:09,node10,0
2019-07-25 13:50:19,node10,1
2019-07-25 13:50:21,node10,0
2019-07-25 13:50:32,node10,1
2019-07-25 13:50:34,node10,0
2019-07-25 13:50:43,node10,1
2019-07-25 13:50:45,node10,0
2019-07-25 13:50:49,node10,1
2019-07-25 13:50:50,node10,0
2019-07-25 13:51:00,node10,1
2019-07-25 13:51:01,node10,0
2019-07-25 13:51:14,node10,1
2019-07-25 13:51:16,node10,0
2019-07-25 13:51:23,node10,1
2019-07-25 13:51:25,node10,0
2019-07-25 13:51:36,node10,1
2019-07-25 13:51:38,node10,0
2019-07-25 13:52:05,node10,1
2019-07-25 13:52:07,node10,0
2019-07-25 13:52:08,node10,1
2019-07-25 13:52:10,node10,0
2019-07-25 13:52:41,node10,1
2019-07-25 13:52:43,node10,0
2019-07-25 13:52:50,node10,1
2019-07-25 13:52:52,node10,0
2019-07-25 13:53:08,node10,1
2019-07-25 13:53:10,node10,0
2019-07-25 13:53:52,node10,1
2019-07-25 13:53:53,node10,0
2019-07-25 13:53:55,node10,1
2019-07-25 13:53:57,node10,0
2019-07-25 13:53:59,node10,1
2019-07-25 13:54:01,node10,0
2019-07-25 13:54:03,node10,1
2019-07-25 13:54:04,node10,0
2019-07-25 13:54:06,node10,1
2019-07-25 13:54:08,node10,0
2019-07-25 13:54:12,node10,1
2019-07-25 13:54:13,node10,0
2019-07-25 13:54:17,node10,1
2019-07-25 13:54:26,node10,0
2019-07-25 13:55:01,node10,1
2019-07-25 13:55:04,node10,0
2019-07-25 13:55:22,node10,1
2019-07-25 13:55:26,node10,0
2019-07-25 13:55:39,node10,1
2019-07-25 13:55:42,node10,0
2019-07-25 13:55:51,node10,1
2019-07-25 13:55:53,node10,0
2019-07-25 13:56:03,node10,1
2019-07-25 13:56:04,node10,0
2019-07-25 13:56:19,node10,1
2019-07-25 13:56:21,node10,0
2019-07-25 13:56:26,node10,1
2019-07-25 13:56:28,node10,0
2019-07-25 13:56:38,node10,1
2019-07-25 13:56:40,node10,0
2019-07-25 13:56:55,node10,1
2019-07-25 13:56:57,node10,0
2019-07-25 13:57:00,node10,1
2019-07-25 13:57:02,node10,0
2019-07-25 13:57:15,node10,1
2019-07-25 13:57:17,node10,0
2019-07-25 13:57:24,node10,1
2019-07-25 13:57:26,node10,0
2019-07-25 13:57:37,node10,1
2019-07-25 13:57:38,node10,0
2019-07-25 13:57:40,node10,1
2019-07-25 13:57:42,node10,0
2019-07-25 13:58:42,node10,1
2019-07-25 13:58:44,node10,0
2019-07-25 13:58:49,node10,1
2019-07-25 13:58:51,node10,0
2019-07-25 13:59:09,node10,1
2019-07-25 13:59:11,node10,0
2019-07-25 13:59:16,node10,1
2019-07-25 13:59:18,node10,0
2019-07-25 13:59:54,node10,1
2019-07-25 13:59:56,node10,0
2019-07-25 13:59:58,node10,1
2019-07-25 14:00:00,node10,0
2019-07-25 14:00:02,node10,1
2019-07-25 14:00:03,node10,0
2019-07-25 14:00:05,node10,1
2019-07-25 14:00:07,node10,0
2019-07-25 14:00:09,node10,1
2019-07-25 14:00:11,node10,0
2019-07-25 14:00:13,node10,1
2019-07-25 14:00:14,node10,0
2019-07-25 14:01:14,node10,1
2019-07-25 14:01:16,node10,0
2019-07-25 14:02:14,node10,1
2019-07-25 14:02:16,node10,0
2019-07-25 14:02:41,node10,1
2019-07-25 14:02:43,node10,0
2019-07-25 14:02:49,node10,1
2019-07-25 14:02:51,node10,0
2019-07-25 14:02:52,node10,1
2019-07-25 14:02:54,node10,0
2019-07-25 14:02:56,node10,1
2019-07-25 14:02:58,node10,0
2019-07-25 14:03:07,node10,1
2019-07-25 14:03:09,node10,0
2019-07-25 14:03:10,node10,1
2019-07-25 14:03:12,node10,0
2019-07-25 14:03:14,node10,1
2019-07-25 14:03:16,node10,0
2019-07-25 14:03:18,node10,1
2019-07-25 14:03:20,node10,0
2019-07-25 14:03:21,node10,1
2019-07-25 14:03:23,node10,0
2019-07-25 14:03:51,node10,1
2019-07-25 14:03:52,node10,0
2019-07-25 14:03:54,node10,1
2019-07-25 14:03:56,node10,0
2019-07-25 14:04:03,node10,1
2019-07-25 14:04:05,node10,0
2019-07-25 14:04:07,node10,1
2019-07-25 14:04:08,node10,0
2019-07-25 14:04:10,node10,1
2019-07-25 14:04:12,node10,0
2019-07-25 14:04:23,node10,1
2019-07-25 14:04:25,node10,0
2019-07-25 14:04:27,node10,1
2019-07-25 14:04:28,node10,0
2019-07-25 14:04:39,node10,1
2019-07-25 14:04:41,node10,0
2019-07-25 14:04:43,node10,1
2019-07-25 14:04:45,node10,0
2019-07-25 14:04:56,node10,1
2019-07-25 14:04:57,node10,0
2019-07-25 14:04:59,node10,1
2019-07-25 14:05:01,node10,0
2019-07-25 14:05:12,node10,1
2019-07-25 14:05:14,node10,0
2019-07-25 14:05:16,node10,1
2019-07-25 14:05:17,node10,0
2019-07-25 14:05:19,node10,1
2019-07-25 14:05:21,node10,0
2019-07-25 14:05:43,node10,1
2019-07-25 14:05:45,node10,0
2019-07-25 14:05:46,node10,1
2019-07-25 14:05:48,node10,0
2019-07-25 14:05:50,node10,1
2019-07-25 14:05:52,node10,0
2019-07-25 14:06:42,node10,1
2019-07-25 14:06:44,node10,0
2019-07-25 14:06:50,node10,1
2019-07-25 14:06:52,node10,0
2019-07-25 14:06:53,node10,1
2019-07-25 14:06:56,node10,0
2019-07-25 14:06:57,node10,1
2019-07-25 14:06:59,node10,0
2019-07-25 14:07:17,node10,1
2019-07-25 14:07:19,node10,0
2019-07-25 14:07:30,node10,1
2019-07-25 14:07:32,node10,0
2019-07-25 14:07:34,node10,1
2019-07-25 14:07:35,node10,0
2019-07-25 14:07:37,node10,1
2019-07-25 14:07:39,node10,0
2019-07-25 14:07:57,node10,1
2019-07-25 14:07:59,node10,0
2019-07-25 14:08:06,node10,1
2019-07-25 14:08:08,node10,0
2019-07-25 14:08:10,node10,1
2019-07-25 14:08:11,node10,0
2019-07-25 14:08:37,node10,1
2019-07-25 14:08:39,node10,0
2019-07-25 14:08:44,node10,1
2019-07-25 14:08:46,node10,0
2019-07-25 14:08:48,node10,1
2019-07-25 14:08:50,node10,0
2019-07-25 14:08:52,node10,1
2019-07-25 14:08:53,node10,0
2019-07-25 14:08:55,node10,1
2019-07-25 14:08:57,node10,0
2019-07-25 14:08:59,node10,1
2019-07-25 14:09:00,node10,0
2019-07-25 14:10:15,node10,1
2019-07-25 14:10:17,node10,0
2019-07-25 14:10:19,node10,1
2019-07-25 14:10:20,node10,0
2019-07-25 14:10:22,node10,1
2019-07-25 14:10:24,node10,0
2019-07-25 14:10:26,node10,1
2019-07-25 14:10:27,node10,0
2019-07-25 14:11:07,node10,1
2019-07-25 14:11:09,node10,0
2019-07-25 14:11:31,node10,1
2019-07-25 14:11:33,node10,0
2019-07-25 14:11:51,node10,1
2019-07-25 14:11:53,node10,0
2019-07-25 14:12:00,node10,1
2019-07-25 14:12:02,node10,0
2019-07-25 14:12:04,node10,1
2019-07-25 14:12:05,node10,0
2019-07-25 14:12:08,node10,1
2019-07-25 14:12:09,node10,0
2019-07-25 14:12:11,node10,1
2019-07-25 14:12:13,node10,0
2019-07-25 14:12:45,node10,1
2019-07-25 14:12:47,node10,0
2019-07-25 14:12:49,node10,1
2019-07-25 14:12:51,node10,0
2019-07-25 14:12:53,node10,1
2019-07-25 14:12:54,node10,0
2019-07-25 14:12:56,node10,1
2019-07-25 14:12:58,node10,0
2019-07-25 14:13:09,node10,1
2019-07-25 14:13:11,node10,0
2019-07-25 14:13:13,node10,1
2019-07-25 14:13:14,node10,0
2019-07-25 14:13:16,node10,1
2019-07-25 14:13:18,node10,0
2019-07-25 14:13:20,node10,1
2019-07-25 14:13:22,node10,0
2019-07-25 14:13:43,node10,1
2019-07-25 14:13:46,node10,0
2019-07-25 14:13:47,node10,1
2019-07-25 14:13:49,node10,0
2019-07-25 14:14:07,node10,1
2019-07-25 14:14:09,node10,0
2019-07-25 14:14:11,node10,1
2019-07-25 14:14:13,node10,0
2019-07-25 14:14:34,node10,1
2019-07-25 14:14:36,node10,0
2019-07-25 14:14:38,node10,1
2019-07-25 14:14:40,node10,0
2019-07-25 14:15:01,node10,1
2019-07-25 14:15:03,node10,0
2019-07-25 14:15:09,node10,1
2019-07-25 14:15:11,node10,0
2019-07-25 14:15:56,node10,1
2019-07-25 14:15:58,node10,0
2019-07-25 14:16:03,node10,1
2019-07-25 14:16:05,node10,0
2019-07-25 14:16:07,node10,1
2019-07-25 14:16:09,node10,0
2019-07-25 14:16:23,node10,1
2019-07-25 14:16:25,node10,0
2019-07-25 14:16:27,node10,1
2019-07-25 14:16:29,node10,0
2019-07-25 14:16:30,node10,1
2019-07-25 14:16:32,node10,0
2019-07-25 14:16:50,node10,1
2019-07-25 14:16:52,node10,0
2019-07-25 14:16:54,node10,1
2019-07-25 14:16:56,node10,0
2019-07-25 14:17:03,node10,1
2019-07-25 14:17:05,node10,0
2019-07-25 14:17:07,node10,1
2019-07-25 14:17:08,node10,0
2019-07-25 14:17:16,node10,1
2019-07-25 14:17:17,node10,0
2019-07-25 14:17:38,node10,1
2019-07-25 14:17:39,node10,0
2019-07-25 14:17:43,node10,1
2019-07-25 14:17:45,node10,0
2019-07-25 14:17:52,node10,1
2019-07-25 14:17:54,node10,0
2019-07-25 14:17:57,node10,1
2019-07-25 14:17:59,node10,0
2019-07-25 14:18:06,node10,1
2019-07-25 14:18:08,node10,0
2019-07-25 14:18:12,node10,1
2019-07-25 14:18:14,node10,0
2019-07-25 14:18:21,node10,1
2019-07-25 14:18:23,node10,0
2019-07-25 14:18:30,node10,1
2019-07-25 14:18:32,node10,0
2019-07-25 14:18:43,node10,1
2019-07-25 14:18:44,node10,0
2019-07-25 14:19:08,node10,1
2019-07-25 14:19:10,node10,0
2019-07-25 14:19:12,node10,1
2019-07-25 14:19:13,node10,0
2019-07-25 14:19:15,node10,1
2019-07-25 14:19:17,node10,0
2019-07-25 14:19:19,node10,1
2019-07-25 14:19:21,node10,0
2019-07-25 14:19:35,node10,1
2019-07-25 14:19:37,node10,0
2019-07-25 14:19:39,node10,1
2019-07-25 14:19:41,node10,0
2019-07-25 14:19:43,node10,1
2019-07-25 14:19:44,node10,0
2019-07-25 14:19:46,node10,1
2019-07-25 14:19:48,node10,0
2019-07-25 14:20:02,node10,1
2019-07-25 14:20:05,node10,0
2019-07-25 14:20:06,node10,1
2019-07-25 14:20:08,node10,0
2019-07-25 14:20:19,node10,1
2019-07-25 14:20:21,node10,0
2019-07-25 14:20:28,node10,1
2019-07-25 14:20:30,node10,0
2019-07-25 14:20:32,node10,1
2019-07-25 14:20:33,node10,0
2019-07-25 14:20:37,node10,1
2019-07-25 14:20:39,node10,0
2019-07-25 14:20:41,node10,1
2019-07-25 14:20:43,node10,0
2019-07-25 14:20:55,node10,1
2019-07-25 14:20:57,node10,0
2019-07-25 14:21:04,node10,1
2019-07-25 14:21:06,node10,0
2019-07-25 14:21:13,node10,1
2019-07-25 14:21:16,node10,0
2019-07-25 14:21:22,node10,1
2019-07-25 14:21:24,node10,0
2019-07-25 14:21:31,node10,1
2019-07-25 14:21:33,node10,0
2019-07-25 14:21:44,node10,1
2019-07-25 14:21:46,node10,0
2019-07-25 14:21:53,node10,1
2019-07-25 14:21:55,node10,0
2019-07-25 14:22:13,node10,1
2019-07-25 14:22:15,node10,0
2019-07-25 14:22:19,node10,1
2019-07-25 14:22:21,node10,0
2019-07-25 14:22:24,node10,1
2019-07-25 14:22:26,node10,0
2019-07-25 14:22:30,node10,1
2019-07-25 14:22:31,node10,0
2019-07-25 14:22:39,node10,1
2019-07-25 14:22:40,node10,0
2019-07-25 14:22:49,node10,1
2019-07-25 14:22:51,node10,0
2019-07-25 14:23:07,node10,1
2019-07-25 14:23:09,node10,0
2019-07-25 14:23:13,node10,1
2019-07-25 14:23:15,node10,0
2019-07-25 14:23:19,node10,1
2019-07-25 14:23:20,node10,0
2019-07-25 14:23:36,node10,1
2019-07-25 14:23:38,node10,0
2019-07-25 14:23:42,node10,1
2019-07-25 14:23:44,node10,0
2019-07-25 14:24:00,node10,1
2019-07-25 14:24:02,node10,0
2019-07-25 14:24:05,node10,1
2019-07-25 14:24:07,node10,0
2019-07-25 14:24:18,node10,1
2019-07-25 14:24:20,node10,0
2019-07-25 14:24:29,node10,1
2019-07-25 14:24:31,node10,0
2019-07-25 14:24:35,node10,1
2019-07-25 14:24:36,node10,0
2019-07-25 14:24:40,node10,1
2019-07-25 14:24:42,node10,0
2019-07-25 14:24:46,node10,1
2019-07-25 14:24:47,node10,0
2019-07-25 14:25:04,node10,1
2019-07-25 14:25:05,node10,0
2019-07-25 14:25:09,node10,1
2019-07-25 14:25:11,node10,0
2019-07-25 14:25:15,node10,1
2019-07-25 14:25:16,node10,0
2019-07-25 14:25:27,node10,1
2019-07-25 14:25:29,node10,0
2019-07-25 14:25:40,node10,1
2019-07-25 14:25:42,node10,0
2019-07-25 14:25:45,node10,1
2019-07-25 14:25:47,node10,0
2019-07-25 14:25:58,node10,1
2019-07-25 14:26:00,node10,0
2019-07-25 14:26:04,node10,1
2019-07-25 14:26:05,node10,0
2019-07-25 14:26:09,node10,1
2019-07-25 14:26:11,node10,0
2019-07-25 14:26:22,node10,1
2019-07-25 14:26:23,node10,0
2019-07-25 14:26:27,node10,1
2019-07-25 14:26:29,node10,0
2019-07-25 14:26:33,node10,1
2019-07-25 14:26:34,node10,0
2019-07-25 14:26:38,node10,1
2019-07-25 14:26:40,node10,0
2019-07-25 14:26:51,node10,1
2019-07-25 14:26:52,node10,0
2019-07-25 14:26:56,node10,1
2019-07-25 14:26:58,node10,0
2019-07-25 14:27:01,node10,1
2019-07-25 14:27:03,node10,0
2019-07-25 14:27:07,node10,1
2019-07-25 14:27:09,node10,0
2019-07-25 14:27:14,node10,1
2019-07-25 14:27:16,node10,0
2019-07-25 14:27:38,node10,1
2019-07-25 14:27:39,node10,0
2019-07-25 14:27:43,node10,1
2019-07-25 14:27:45,node10,0
2019-07-25 14:27:58,node10,1
2019-07-25 14:27:59,node10,0
2019-07-25 14:28:03,node10,1
2019-07-25 14:28:05,node10,0
2019-07-25 14:28:12,node10,1
2019-07-25 14:28:14,node10,0
2019-07-25 14:28:21,node10,1
2019-07-25 14:28:23,node10,0
2019-07-25 14:28:31,node10,1
2019-07-25 14:28:32,node10,0
2019-07-25 14:28:39,node10,1
2019-07-25 14:28:41,node10,0
2019-07-25 14:28:52,node10,1
2019-07-25 14:28:54,node10,0
2019-07-25 14:29:05,node10,1
2019-07-25 14:29:07,node10,0
2019-07-25 14:29:17,node10,1
2019-07-25 14:29:19,node10,0
2019-07-25 14:29:21,node10,1
2019-07-25 14:29:23,node10,0
2019-07-25 14:29:34,node10,1
