time,client_id,sensorReading
2019-07-16 04:13:55,node01,DoorOpened
2019-07-16 04:37:20,node01,DoorClosed
2019-07-16 21:33:13,node01,DoorOpened
2019-07-16 21:38:59,node01,DoorClosed
2019-07-16 21:42:01,node01,DoorOpened
2019-07-16 21:42:07,node01,DoorClosed
2019-07-16 22:04:07,node01,DoorOpened
2019-07-16 22:04:41,node01,DoorClosed
2019-07-17 10:56:54,node01,DoorOpened
2019-07-17 11:01:17,node01,DoorClosed
2019-07-17 11:14:17,node01,DoorOpened
2019-07-17 11:14:24,node01,DoorClosed
2019-07-17 14:19:27,node01,DoorOpened
2019-07-17 14:19:36,node01,DoorClosed
2019-07-17 16:19:29,node01,DoorOpened
2019-07-17 16:21:43,node01,DoorClosed
2019-07-17 23:56:22,node01,DoorClosed
2019-07-18 10:13:59,node01,DoorOpened
2019-07-18 10:14:16,node01,DoorClosed
2019-07-18 18:04:16,node01,DoorOpened
2019-07-18 18:04:41,node01,DoorClosed
2019-07-18 19:12:26,node01,DoorOpened
2019-07-18 19:16:05,node01,DoorClosed
2019-07-18 19:16:11,node01,DoorOpened
2019-07-18 19:17:04,node01,DoorClosed
2019-07-18 19:19:54,node01,DoorOpened
2019-07-18 19:19:58,node01,DoorClosed
2019-07-18 19:24:23,node01,DoorOpened
2019-07-18 19:31:49,node01,DoorClosed
2019-07-19 04:53:47,node01,DoorOpened
2019-07-19 04:53:50,node01,DoorClosed
2019-07-19 04:53:50,node01,DoorOpened
2019-07-19 04:53:50,node01,DoorClosed
2019-07-19 04:53:50,node01,DoorOpened
2019-07-19 04:53:51,node01,DoorClosed
2019-07-19 04:53:51,node01,DoorOpened
2019-07-19 04:53:53,node01,DoorClosed
2019-07-19 04:53:53,node01,DoorOpened
2019-07-19 04:54:08,node01,DoorClosed
2019-07-19 07:12:36,node01,DoorOpened
2019-07-19 07:13:02,node01,DoorClosed
2019-07-19 07:13:02,node01,DoorOpened
2019-07-19 07:42:58,node01,DoorClosed
2019-07-19 07:51:48,node01,DoorOpened
2019-07-19 07:52:02,node01,DoorClosed
2019-07-19 07:52:02,node01,DoorOpened
2019-07-19 08:53:25,node01,DoorClosed
2019-07-19 09:15:31,node01,DoorOpened
2019-07-19 09:15:47,node01,DoorClosed
2019-07-19 17:27:17,node01,DoorOpened
2019-07-19 17:40:40,node01,DoorClosed
2019-07-20 12:22:59,node01,DoorOpened
2019-07-20 12:25:21,node01,DoorClosed
2019-07-20 17:17:42,node01,DoorClosed
2019-07-20 20:17:42,node01,DoorClosed
2019-07-21 01:38:09,node01,DoorClosed
2019-07-21 03:17:42,node01,DoorClosed
2019-07-21 04:25:10,node01,DoorOpened
2019-07-21 04:25:11,node01,DoorClosed
2019-07-21 05:56:56,node01,DoorOpened
2019-07-21 06:08:06,node01,DoorClosed
2019-07-21 08:12:27,node01,DoorOpened
2019-07-21 08:44:21,node01,DoorClosed
2019-07-21 09:29:20,node01,DoorClosed
2019-07-21 09:46:03,node01,DoorOpened
2019-07-21 09:47:15,node01,DoorClosed
2019-07-21 10:02:35,node01,DoorOpened
2019-07-21 10:04:05,node01,DoorClosed
2019-07-21 10:06:56,node01,DoorOpened
2019-07-21 10:09:23,node01,DoorClosed
2019-07-21 13:13:53,node01,DoorOpened
2019-07-21 13:13:55,node01,DoorClosed
2019-07-21 15:58:50,node01,DoorOpened
2019-07-21 15:58:52,node01,DoorClosed
2019-07-21 15:58:52,node01,DoorOpened
2019-07-21 15:58:52,node01,DoorClosed
2019-07-21 15:58:52,node01,DoorOpened
2019-07-21 15:59:01,node01,DoorClosed
2019-07-21 15:59:03,node01,DoorOpened
2019-07-21 15:59:07,node01,DoorClosed
2019-07-21 20:07:21,node01,DoorOpened
2019-07-21 20:07:35,node01,DoorClosed
2019-07-21 23:00:24,node01,DoorOpened
2019-07-21 23:00:27,node01,DoorClosed
2019-07-23 16:55:05,node01,DoorOpened
2019-07-23 16:55:08,node01,DoorClosed
2019-07-23 18:11:12,node01,DoorOpened
2019-07-23 18:11:15,node01,DoorClosed
2019-07-25 12:53:03,node01,DoorClosed
2019-07-25 12:53:04,node01,DoorOpened
2019-07-25 12:53:11,node01,DoorClosed
2019-07-25 12:29:56,node01,DoorOpened
2019-07-25 12:36:27,node01,DoorClosed
2019-07-25 12:44:46,node01,DoorOpened
2019-07-25 12:44:49,node01,DoorClosed
2019-07-25 20:50:51,node01,DoorOpened
2019-07-25 20:50:57,node01,DoorClosed
2019-07-25 20:50:57,node01,DoorOpened
2019-07-25 20:50:57,node01,DoorClosed
2019-07-26 17:58:28,node01,DoorOpened
2019-07-26 18:32:07,node01,DoorClosed
2019-07-26 18:54:21,node01,DoorOpened
2019-07-26 22:38:13,node01,DoorClosed
2019-07-26 22:38:31,node01,DoorOpened
2019-07-26 22:38:31,node01,DoorClosed
2019-07-26 22:38:31,node01,DoorOpened
2019-07-27 09:37:00,node01,DoorClosed
2019-07-27 09:37:00,node01,DoorOpened
2019-07-27 09:37:01,node01,DoorClosed
2019-07-27 09:37:01,node01,DoorOpened
2019-07-27 09:38:37,node01,DoorClosed
2019-07-27 09:38:37,node01,DoorOpened
2019-07-27 17:46:08,node01,DoorClosed
2019-07-27 17:46:09,node01,DoorOpened
2019-07-27 17:46:13,node01,DoorClosed
2019-07-27 17:46:14,node01,DoorOpened
2019-07-27 21:13:50,node01,DoorClosed
2019-07-27 21:13:50,node01,DoorOpened
2019-07-28 21:15:51,node01,DoorClosed
2019-07-28 21:15:57,node01,DoorOpened
2019-07-28 21:15:57,node01,DoorClosed
2019-07-28 21:15:57,node01,DoorOpened
2019-07-28 21:15:57,node01,DoorClosed
2019-07-28 21:15:57,node01,DoorOpened
2019-07-28 23:17:53,node01,DoorClosed
2019-07-28 23:17:54,node01,DoorOpened
2019-07-28 23:18:01,node01,DoorClosed
2019-07-28 23:30:08,node01,DoorOpened
2019-07-28 23:30:08,node01,DoorClosed
2019-07-28 23:33:06,node01,DoorOpened
2019-07-28 23:33:07,node01,DoorClosed
2019-07-29 07:36:21,node01,DoorClosed
2019-07-29 07:37:48,node01,DoorOpened
2019-07-29 07:37:48,node01,DoorClosed
2019-07-29 11:27:19,node01,DoorClosed
2019-07-29 12:30:36,node01,DoorOpened
2019-07-29 12:30:55,node01,DoorClosed
2019-07-29 12:41:50,node01,DoorOpened
2019-07-29 12:42:04,node01,DoorClosed
2019-07-29 13:12:36,node01,DoorClosed
2019-07-29 13:34:24,node01,DoorOpened
2019-07-29 13:34:24,node01,DoorClosed
2019-07-29 13:34:24,node01,DoorOpened
2019-07-29 17:44:47,node01,DoorClosed
2019-07-29 17:44:48,node01,DoorOpened
2019-07-29 17:59:42,node01,DoorClosed
2019-07-29 17:59:42,node01,DoorOpened
2019-07-29 18:00:08,node01,DoorClosed
2019-07-29 18:00:09,node01,DoorOpened
2019-07-29 18:00:09,node01,DoorClosed
2019-07-29 18:00:09,node01,DoorOpened
2019-07-29 18:00:10,node01,DoorClosed
2019-07-29 18:00:10,node01,DoorOpened
2019-07-29 18:00:10,node01,DoorClosed
2019-07-29 18:00:10,node01,DoorOpened
2019-07-29 18:00:10,node01,DoorClosed
2019-07-29 18:00:10,node01,DoorOpened
2019-07-29 18:03:27,node01,DoorClosed
2019-07-29 18:03:28,node01,DoorOpened
2019-07-29 18:03:29,node01,DoorClosed
2019-07-29 18:03:29,node01,DoorOpened
2019-07-29 18:03:45,node01,DoorClosed
2019-07-29 18:03:47,node01,DoorOpened
2019-07-29 18:03:48,node01,DoorClosed
2019-07-29 20:54:44,node01,DoorClosed
2019-07-29 21:43:03,node01,DoorClosed
2019-07-29 21:53:23,node01,DoorOpened
2019-07-29 21:53:23,node01,DoorClosed
2019-07-30 07:56:22,node01,DoorClosed
2019-07-30 08:50:52,node01,DoorOpened
2019-07-30 08:56:39,node01,DoorClosed
2019-07-30 12:37:18,node01,DoorOpened
2019-07-30 12:37:18,node01,DoorClosed
2019-07-30 14:57:02,node01,DoorClosed
2019-07-30 15:25:23,node01,DoorOpened
2019-07-30 15:25:23,node01,DoorClosed
2019-07-31 11:29:55,node01,DoorOpened
2019-07-31 11:32:01,node01,DoorClosed
2019-07-31 11:48:57,node01,DoorOpened
2019-07-31 11:49:02,node01,DoorClosed
2019-07-31 11:49:02,node01,DoorOpened
2019-07-31 11:49:02,node01,DoorClosed
2019-07-31 11:49:02,node01,DoorOpened
2019-07-31 11:49:02,node01,DoorClosed
2019-07-31 11:49:03,node01,DoorOpened
2019-07-31 11:49:03,node01,DoorClosed
2019-07-31 14:17:43,node01,DoorClosed
2019-07-31 17:26:45,node01,DoorOpened
2019-07-31 17:26:56,node01,DoorClosed
2019-07-31 19:11:14,node01,DoorOpened
2019-07-31 19:11:14,node01,DoorClosed
2019-07-31 23:00:23,node01,DoorClosed
2019-08-01 02:14:20,node01,DoorOpened
2019-08-01 02:14:20,node01,DoorClosed
2019-08-01 10:20:56,node01,DoorClosed
2019-08-01 12:48:22,node01,DoorClosed
2019-08-01 12:48:57,node01,DoorClosed
2019-08-01 12:49:13,node01,DoorOpened
2019-08-01 12:49:13,node01,DoorClosed
2019-08-01 12:55:40,node01,DoorClosed
2019-08-01 13:18:34,node01,DoorClosed
2019-08-01 13:19:04,node01,DoorClosed
2019-08-03 10:10:17,node01,DoorClosed
2019-08-03 10:10:33,node01,DoorClosed
2019-08-03 10:10:54,node01,DoorClosed
2019-08-03 10:11:24,node01,DoorClosed
2019-08-03 10:11:32,node01,DoorOpened
2019-08-03 10:11:32,node01,DoorClosed
2019-08-03 10:12:03,node01,DoorClosed
2019-08-03 10:12:47,node01,DoorClosed
2019-08-03 10:13:14,node01,DoorClosed
2019-08-03 10:13:31,node01,DoorClosed
2019-08-03 10:14:41,node01,DoorOpened
2019-08-03 10:14:42,node01,DoorClosed
2019-08-03 10:14:42,node01,DoorOpened
2019-08-03 10:14:42,node01,DoorClosed
2019-08-03 10:14:42,node01,DoorOpened
2019-08-03 10:14:43,node01,DoorClosed
2019-08-03 10:14:43,node01,DoorOpened
2019-08-03 10:14:43,node01,DoorClosed
2019-08-03 10:14:43,node01,DoorOpened
2019-08-03 10:14:45,node01,DoorClosed
2019-08-03 10:14:45,node01,DoorOpened
2019-08-03 10:14:45,node01,DoorClosed
2019-08-03 10:14:45,node01,DoorOpened
2019-08-03 10:14:45,node01,DoorClosed
2019-08-03 10:14:45,node01,DoorOpened
2019-08-03 10:14:45,node01,DoorClosed
2019-08-03 10:14:45,node01,DoorOpened
2019-08-03 10:14:46,node01,DoorClosed
2019-08-03 10:14:46,node01,DoorOpened
2019-08-03 10:14:46,node01,DoorClosed
2019-08-03 10:14:46,node01,DoorOpened
2019-08-03 10:14:46,node01,DoorClosed
2019-08-03 10:14:46,node01,DoorOpened
2019-08-03 10:14:47,node01,DoorClosed
2019-08-03 10:14:47,node01,DoorOpened
2019-08-03 10:14:47,node01,DoorClosed
2019-08-03 10:14:47,node01,DoorOpened
2019-08-03 10:14:47,node01,DoorClosed
2019-08-03 10:14:47,node01,DoorOpened
2019-08-03 10:14:47,node01,DoorClosed
2019-08-03 10:14:47,node01,DoorOpened
2019-08-03 10:14:48,node01,DoorClosed
2019-08-03 10:14:48,node01,DoorOpened
2019-08-03 10:14:48,node01,DoorClosed
2019-08-03 10:14:48,node01,DoorOpened
2019-08-03 10:14:50,node01,DoorClosed
2019-08-03 10:14:50,node01,DoorOpened
2019-08-03 10:14:50,node01,DoorClosed
2019-08-03 10:14:50,node01,DoorOpened
2019-08-03 10:14:50,node01,DoorClosed
2019-08-03 10:14:50,node01,DoorOpened
2019-08-03 10:14:50,node01,DoorClosed
2019-08-03 10:14:50,node01,DoorOpened
2019-08-03 10:14:50,node01,DoorClosed
2019-08-03 10:14:50,node01,DoorOpened
2019-08-03 10:14:51,node01,DoorClosed
2019-08-03 10:14:51,node01,DoorOpened
2019-08-03 10:14:51,node01,DoorClosed
2019-08-03 10:14:51,node01,DoorOpened
2019-08-03 10:14:51,node01,DoorClosed
2019-08-03 10:14:51,node01,DoorOpened
2019-08-03 10:14:51,node01,DoorClosed
2019-08-03 10:14:51,node01,DoorOpened
2019-08-03 10:14:51,node01,DoorClosed
2019-08-03 10:14:51,node01,DoorOpened
2019-08-03 10:14:52,node01,DoorClosed
2019-08-03 10:14:52,node01,DoorOpened
2019-08-03 10:14:52,node01,DoorClosed
2019-08-03 10:14:52,node01,DoorOpened
2019-08-03 10:14:52,node01,DoorClosed
2019-08-03 10:14:52,node01,DoorOpened
2019-08-03 10:14:54,node01,DoorClosed
2019-08-03 10:14:55,node01,DoorOpened
2019-08-03 10:14:55,node01,DoorClosed
2019-08-03 10:14:55,node01,DoorOpened
2019-08-03 10:14:56,node01,DoorClosed
2019-08-03 10:14:56,node01,DoorOpened
2019-08-03 10:14:56,node01,DoorClosed
2019-08-03 10:14:56,node01,DoorOpened
2019-08-03 10:14:56,node01,DoorClosed
2019-08-03 10:14:56,node01,DoorOpened
2019-08-03 10:14:57,node01,DoorClosed
2019-08-03 10:14:57,node01,DoorOpened
2019-08-03 10:14:57,node01,DoorClosed
2019-08-03 10:14:57,node01,DoorOpened
2019-08-03 10:14:57,node01,DoorClosed
2019-08-03 10:14:57,node01,DoorOpened
2019-08-03 10:14:58,node01,DoorClosed
2019-08-03 10:14:58,node01,DoorOpened
2019-08-03 10:14:58,node01,DoorClosed
2019-08-03 10:14:58,node01,DoorOpened
2019-08-03 10:14:58,node01,DoorClosed
2019-08-03 10:14:58,node01,DoorOpened
2019-08-03 10:14:58,node01,DoorClosed
2019-08-03 10:14:58,node01,DoorOpened
2019-08-03 10:14:58,node01,DoorClosed
2019-08-03 10:14:59,node01,DoorOpened
2019-08-03 10:14:59,node01,DoorClosed
2019-08-03 10:14:59,node01,DoorOpened
2019-08-03 10:14:59,node01,DoorClosed
2019-08-03 10:15:00,node01,DoorOpened
2019-08-03 10:15:00,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:01,node01,DoorClosed
2019-08-03 10:15:01,node01,DoorOpened
2019-08-03 10:15:02,node01,DoorClosed
2019-08-03 10:15:02,node01,DoorOpened
2019-08-03 10:15:02,node01,DoorClosed
2019-08-03 10:15:02,node01,DoorOpened
2019-08-03 10:15:02,node01,DoorClosed
2019-08-03 10:15:02,node01,DoorOpened
2019-08-03 10:15:02,node01,DoorClosed
2019-08-03 10:15:03,node01,DoorOpened
2019-08-03 10:15:03,node01,DoorClosed
2019-08-03 10:15:03,node01,DoorOpened
2019-08-03 10:15:03,node01,DoorClosed
2019-08-03 10:15:03,node01,DoorOpened
2019-08-03 10:15:03,node01,DoorClosed
2019-08-03 10:15:03,node01,DoorOpened
2019-08-03 10:15:03,node01,DoorClosed
2019-08-03 10:15:03,node01,DoorOpened
2019-08-03 10:15:04,node01,DoorClosed
2019-08-03 10:15:04,node01,DoorOpened
2019-08-03 10:15:04,node01,DoorClosed
2019-08-03 10:15:05,node01,DoorOpened
2019-08-03 10:15:06,node01,DoorClosed
2019-08-03 10:15:06,node01,DoorOpened
2019-08-03 10:15:06,node01,DoorClosed
2019-08-03 10:15:06,node01,DoorOpened
2019-08-03 10:15:06,node01,DoorClosed
2019-08-03 10:15:06,node01,DoorOpened
2019-08-03 10:15:08,node01,DoorClosed
2019-08-03 10:15:08,node01,DoorOpened
2019-08-03 10:15:08,node01,DoorClosed
2019-08-03 10:15:08,node01,DoorOpened
2019-08-03 10:15:08,node01,DoorClosed
2019-08-03 10:15:08,node01,DoorOpened
2019-08-03 10:15:08,node01,DoorClosed
2019-08-03 10:15:08,node01,DoorOpened
2019-08-03 10:15:09,node01,DoorClosed
2019-08-03 10:15:09,node01,DoorOpened
2019-08-03 10:15:09,node01,DoorClosed
2019-08-03 10:15:09,node01,DoorOpened
2019-08-03 10:15:10,node01,DoorClosed
2019-08-03 10:15:10,node01,DoorOpened
2019-08-03 10:15:11,node01,DoorClosed
2019-08-03 10:15:11,node01,DoorOpened
2019-08-03 10:15:11,node01,DoorClosed
2019-08-03 10:15:11,node01,DoorOpened
2019-08-03 10:15:11,node01,DoorClosed
2019-08-03 10:15:11,node01,DoorOpened
2019-08-03 10:15:11,node01,DoorClosed
2019-08-03 10:15:11,node01,DoorOpened
2019-08-03 10:15:12,node01,DoorClosed
2019-08-03 10:15:12,node01,DoorOpened
2019-08-03 10:15:12,node01,DoorClosed
2019-08-03 10:15:12,node01,DoorOpened
2019-08-03 10:15:12,node01,DoorClosed
2019-08-03 10:15:13,node01,DoorOpened
2019-08-03 10:15:13,node01,DoorClosed
2019-08-03 10:15:13,node01,DoorOpened
2019-08-03 10:15:13,node01,DoorClosed
2019-08-03 10:15:13,node01,DoorOpened
2019-08-03 10:15:13,node01,DoorClosed
2019-08-03 10:15:13,node01,DoorOpened
2019-08-03 10:15:13,node01,DoorClosed
2019-08-03 10:15:14,node01,DoorOpened
2019-08-03 10:15:15,node01,DoorClosed
2019-08-03 10:15:15,node01,DoorOpened
2019-08-03 10:15:15,node01,DoorClosed
2019-08-03 10:15:15,node01,DoorOpened
2019-08-03 10:15:15,node01,DoorClosed
2019-08-03 10:15:15,node01,DoorOpened
2019-08-03 10:15:16,node01,DoorClosed
2019-08-03 10:15:16,node01,DoorOpened
2019-08-03 10:15:16,node01,DoorClosed
2019-08-03 10:15:16,node01,DoorOpened
2019-08-03 10:15:16,node01,DoorClosed
2019-08-03 10:15:16,node01,DoorOpened
2019-08-03 10:15:16,node01,DoorClosed
2019-08-03 10:15:16,node01,DoorOpened
2019-08-03 10:15:16,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:17,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:17,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:17,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:17,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:17,node01,DoorClosed
2019-08-03 10:15:17,node01,DoorOpened
2019-08-03 10:15:18,node01,DoorClosed
2019-08-03 10:15:18,node01,DoorOpened
2019-08-03 10:15:18,node01,DoorClosed
2019-08-03 10:15:19,node01,DoorOpened
2019-08-03 10:15:19,node01,DoorClosed
2019-08-03 10:15:19,node01,DoorOpened
2019-08-03 10:15:19,node01,DoorClosed
2019-08-03 10:15:19,node01,DoorOpened
2019-08-03 10:15:19,node01,DoorClosed
2019-08-03 10:15:19,node01,DoorOpened
2019-08-03 10:15:19,node01,DoorClosed
2019-08-03 10:15:20,node01,DoorOpened
2019-08-03 10:15:20,node01,DoorClosed
2019-08-03 10:15:20,node01,DoorOpened
2019-08-03 10:15:20,node01,DoorClosed
2019-08-03 10:15:20,node01,DoorOpened
2019-08-03 10:15:21,node01,DoorClosed
2019-08-03 10:15:24,node01,DoorOpened
2019-08-03 10:15:25,node01,DoorClosed
2019-08-03 10:16:15,node01,DoorOpened
2019-08-03 10:16:15,node01,DoorClosed
2019-08-03 10:17:03,node01,DoorClosed
2019-08-03 10:17:09,node01,DoorOpened
2019-08-03 10:17:09,node01,DoorClosed
2019-08-03 10:17:24,node01,DoorOpened
2019-08-03 10:17:25,node01,DoorClosed
2019-08-03 10:17:25,node01,DoorOpened
2019-08-03 10:17:26,node01,DoorClosed
2019-08-03 10:17:26,node01,DoorOpened
2019-08-03 10:17:26,node01,DoorClosed
2019-08-03 10:17:26,node01,DoorOpened
2019-08-03 10:17:26,node01,DoorClosed
2019-08-03 10:17:26,node01,DoorOpened
2019-08-03 10:17:26,node01,DoorClosed
2019-08-03 10:17:27,node01,DoorOpened
2019-08-03 10:17:27,node01,DoorClosed
2019-08-03 10:17:27,node01,DoorOpened
2019-08-03 10:17:27,node01,DoorClosed
2019-08-03 10:17:27,node01,DoorOpened
2019-08-03 10:17:27,node01,DoorClosed
2019-08-03 10:17:27,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:28,node01,DoorClosed
2019-08-03 10:17:28,node01,DoorOpened
2019-08-03 10:17:29,node01,DoorClosed
2019-08-03 10:17:29,node01,DoorOpened
2019-08-03 10:17:29,node01,DoorClosed
2019-08-03 10:17:29,node01,DoorOpened
2019-08-03 10:17:29,node01,DoorClosed
2019-08-03 10:17:29,node01,DoorOpened
2019-08-03 10:17:29,node01,DoorClosed
2019-08-03 10:17:29,node01,DoorOpened
2019-08-03 10:17:30,node01,DoorClosed
2019-08-03 10:17:30,node01,DoorOpened
2019-08-03 10:17:31,node01,DoorClosed
2019-08-03 10:17:31,node01,DoorOpened
2019-08-03 10:17:31,node01,DoorClosed
2019-08-03 10:17:31,node01,DoorOpened
2019-08-03 10:17:31,node01,DoorClosed
2019-08-03 10:17:31,node01,DoorOpened
2019-08-03 10:17:31,node01,DoorClosed
2019-08-03 10:17:31,node01,DoorOpened
2019-08-03 10:17:31,node01,DoorClosed
2019-08-03 10:17:32,node01,DoorOpened
2019-08-03 10:17:32,node01,DoorClosed
2019-08-03 10:17:32,node01,DoorOpened
2019-08-03 10:17:32,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:33,node01,DoorOpened
2019-08-03 10:17:33,node01,DoorClosed
2019-08-03 10:17:34,node01,DoorOpened
2019-08-03 10:17:34,node01,DoorClosed
2019-08-03 10:17:34,node01,DoorOpened
2019-08-03 10:17:34,node01,DoorClosed
2019-08-03 10:17:34,node01,DoorOpened
2019-08-03 10:17:34,node01,DoorClosed
2019-08-03 10:17:34,node01,DoorOpened
2019-08-03 10:17:34,node01,DoorClosed
2019-08-03 10:17:35,node01,DoorOpened
2019-08-03 10:17:35,node01,DoorClosed
2019-08-03 10:17:35,node01,DoorOpened
2019-08-03 10:17:35,node01,DoorClosed
2019-08-03 10:17:35,node01,DoorOpened
2019-08-03 10:17:35,node01,DoorClosed
2019-08-03 10:17:35,node01,DoorOpened
2019-08-03 10:17:35,node01,DoorClosed
2019-08-03 10:17:35,node01,DoorOpened
2019-08-03 10:17:35,node01,DoorClosed
2019-08-03 10:17:36,node01,DoorOpened
2019-08-03 10:17:36,node01,DoorClosed
2019-08-03 10:17:36,node01,DoorOpened
2019-08-03 10:17:36,node01,DoorClosed
2019-08-03 10:17:36,node01,DoorOpened
2019-08-03 10:17:36,node01,DoorClosed
2019-08-03 10:17:36,node01,DoorOpened
2019-08-03 10:17:36,node01,DoorClosed
2019-08-03 10:17:36,node01,DoorOpened
2019-08-03 10:17:37,node01,DoorClosed
2019-08-03 10:17:37,node01,DoorOpened
2019-08-03 10:17:37,node01,DoorClosed
2019-08-03 10:17:37,node01,DoorOpened
2019-08-03 10:17:37,node01,DoorClosed
2019-08-03 10:17:37,node01,DoorOpened
2019-08-03 10:17:37,node01,DoorClosed
2019-08-03 10:17:37,node01,DoorOpened
2019-08-03 10:17:37,node01,DoorClosed
2019-08-03 10:17:37,node01,DoorOpened
2019-08-03 10:17:38,node01,DoorClosed
2019-08-03 10:17:38,node01,DoorOpened
2019-08-03 10:17:38,node01,DoorClosed
2019-08-03 10:17:38,node01,DoorOpened
2019-08-03 10:17:38,node01,DoorClosed
2019-08-03 10:17:38,node01,DoorOpened
2019-08-03 10:17:38,node01,DoorClosed
2019-08-03 10:17:38,node01,DoorOpened
2019-08-03 10:17:38,node01,DoorClosed
